year,round,from_country,to_country,total_points,televoting_points,jury_points
1957,final,AT,NL,6,NA,NA
1957,final,AT,FR,0,NA,NA
1957,final,AT,DK,0,NA,NA
1957,final,AT,LU,3,NA,NA
1957,final,AT,DE,0,NA,NA
1957,final,AT,IT,0,NA,NA
1957,final,AT,GB,1,NA,NA
1957,final,AT,BE,0,NA,NA
1957,final,AT,CH,0,NA,NA
1957,final,BE,NL,5,NA,NA
1957,final,BE,FR,2,NA,NA
1957,final,BE,DK,0,NA,NA
1957,final,BE,LU,0,NA,NA
1957,final,BE,DE,1,NA,NA
1957,final,BE,IT,1,NA,NA
1957,final,BE,GB,1,NA,NA
1957,final,BE,CH,0,NA,NA
1957,final,BE,AT,0,NA,NA
1957,final,DK,NL,3,NA,NA
1957,final,DK,FR,2,NA,NA
1957,final,DK,LU,0,NA,NA
1957,final,DK,DE,0,NA,NA
1957,final,DK,IT,1,NA,NA
1957,final,DK,GB,0,NA,NA
1957,final,DK,BE,2,NA,NA
1957,final,DK,CH,2,NA,NA
1957,final,DK,AT,0,NA,NA
1957,final,FR,NL,4,NA,NA
1957,final,FR,DK,0,NA,NA
1957,final,FR,LU,0,NA,NA
1957,final,FR,DE,6,NA,NA
1957,final,FR,IT,0,NA,NA
1957,final,FR,GB,0,NA,NA
1957,final,FR,BE,0,NA,NA
1957,final,FR,CH,0,NA,NA
1957,final,FR,AT,0,NA,NA
1957,final,DE,NL,1,NA,NA
1957,final,DE,FR,6,NA,NA
1957,final,DE,DK,0,NA,NA
1957,final,DE,LU,0,NA,NA
1957,final,DE,IT,0,NA,NA
1957,final,DE,GB,0,NA,NA
1957,final,DE,BE,2,NA,NA
1957,final,DE,CH,1,NA,NA
1957,final,DE,AT,0,NA,NA
1957,final,IT,NL,1,NA,NA
1957,final,IT,FR,0,NA,NA
1957,final,IT,DK,3,NA,NA
1957,final,IT,LU,4,NA,NA
1957,final,IT,DE,1,NA,NA
1957,final,IT,GB,0,NA,NA
1957,final,IT,BE,0,NA,NA
1957,final,IT,CH,1,NA,NA
1957,final,IT,AT,0,NA,NA
1957,final,LU,NL,3,NA,NA
1957,final,LU,FR,4,NA,NA
1957,final,LU,DK,0,NA,NA
1957,final,LU,DE,0,NA,NA
1957,final,LU,IT,1,NA,NA
1957,final,LU,GB,1,NA,NA
1957,final,LU,BE,0,NA,NA
1957,final,LU,CH,1,NA,NA
1957,final,LU,AT,0,NA,NA
1957,final,NL,FR,1,NA,NA
1957,final,NL,DK,5,NA,NA
1957,final,NL,LU,0,NA,NA
1957,final,NL,DE,0,NA,NA
1957,final,NL,IT,2,NA,NA
1957,final,NL,GB,1,NA,NA
1957,final,NL,BE,0,NA,NA
1957,final,NL,CH,0,NA,NA
1957,final,NL,AT,1,NA,NA
1957,final,CH,NL,7,NA,NA
1957,final,CH,FR,0,NA,NA
1957,final,CH,DK,0,NA,NA
1957,final,CH,LU,0,NA,NA
1957,final,CH,DE,0,NA,NA
1957,final,CH,IT,0,NA,NA
1957,final,CH,GB,2,NA,NA
1957,final,CH,BE,1,NA,NA
1957,final,CH,AT,0,NA,NA
1957,final,GB,NL,1,NA,NA
1957,final,GB,FR,2,NA,NA
1957,final,GB,DK,2,NA,NA
1957,final,GB,LU,1,NA,NA
1957,final,GB,DE,0,NA,NA
1957,final,GB,IT,2,NA,NA
1957,final,GB,BE,0,NA,NA
1957,final,GB,CH,0,NA,NA
1957,final,GB,AT,2,NA,NA
1958,final,AT,FR,7,NA,NA
1958,final,AT,CH,0,NA,NA
1958,final,AT,IT,1,NA,NA
1958,final,AT,SE,1,NA,NA
1958,final,AT,BE,0,NA,NA
1958,final,AT,DE,1,NA,NA
1958,final,AT,DK,0,NA,NA
1958,final,AT,NL,0,NA,NA
1958,final,AT,LU,0,NA,NA
1958,final,BE,FR,1,NA,NA
1958,final,BE,CH,2,NA,NA
1958,final,BE,IT,4,NA,NA
1958,final,BE,SE,1,NA,NA
1958,final,BE,AT,1,NA,NA
1958,final,BE,DE,1,NA,NA
1958,final,BE,DK,0,NA,NA
1958,final,BE,NL,0,NA,NA
1958,final,BE,LU,0,NA,NA
1958,final,DK,FR,9,NA,NA
1958,final,DK,CH,0,NA,NA
1958,final,DK,IT,0,NA,NA
1958,final,DK,SE,0,NA,NA
1958,final,DK,BE,1,NA,NA
1958,final,DK,AT,0,NA,NA
1958,final,DK,DE,0,NA,NA
1958,final,DK,NL,0,NA,NA
1958,final,DK,LU,0,NA,NA
1958,final,FR,CH,3,NA,NA
1958,final,FR,IT,1,NA,NA
1958,final,FR,SE,0,NA,NA
1958,final,FR,BE,0,NA,NA
1958,final,FR,AT,3,NA,NA
1958,final,FR,DE,2,NA,NA
1958,final,FR,DK,1,NA,NA
1958,final,FR,NL,0,NA,NA
1958,final,FR,LU,0,NA,NA
1958,final,DE,FR,1,NA,NA
1958,final,DE,CH,0,NA,NA
1958,final,DE,IT,4,NA,NA
1958,final,DE,SE,0,NA,NA
1958,final,DE,BE,5,NA,NA
1958,final,DE,AT,0,NA,NA
1958,final,DE,DK,0,NA,NA
1958,final,DE,NL,0,NA,NA
1958,final,DE,LU,0,NA,NA
1958,final,IT,FR,6,NA,NA
1958,final,IT,CH,4,NA,NA
1958,final,IT,SE,0,NA,NA
1958,final,IT,BE,0,NA,NA
1958,final,IT,AT,0,NA,NA
1958,final,IT,DE,0,NA,NA
1958,final,IT,DK,0,NA,NA
1958,final,IT,NL,0,NA,NA
1958,final,IT,LU,0,NA,NA
1958,final,LU,FR,1,NA,NA
1958,final,LU,CH,5,NA,NA
1958,final,LU,IT,0,NA,NA
1958,final,LU,SE,3,NA,NA
1958,final,LU,BE,0,NA,NA
1958,final,LU,AT,1,NA,NA
1958,final,LU,DE,0,NA,NA
1958,final,LU,DK,0,NA,NA
1958,final,LU,NL,0,NA,NA
1958,final,NL,FR,0,NA,NA
1958,final,NL,CH,6,NA,NA
1958,final,NL,IT,1,NA,NA
1958,final,NL,SE,2,NA,NA
1958,final,NL,BE,0,NA,NA
1958,final,NL,AT,0,NA,NA
1958,final,NL,DE,0,NA,NA
1958,final,NL,DK,1,NA,NA
1958,final,NL,LU,0,NA,NA
1958,final,SE,FR,1,NA,NA
1958,final,SE,CH,4,NA,NA
1958,final,SE,IT,1,NA,NA
1958,final,SE,BE,1,NA,NA
1958,final,SE,AT,1,NA,NA
1958,final,SE,DE,1,NA,NA
1958,final,SE,DK,1,NA,NA
1958,final,SE,NL,0,NA,NA
1958,final,SE,LU,0,NA,NA
1958,final,CH,FR,1,NA,NA
1958,final,CH,IT,1,NA,NA
1958,final,CH,SE,3,NA,NA
1958,final,CH,BE,1,NA,NA
1958,final,CH,AT,2,NA,NA
1958,final,CH,DE,0,NA,NA
1958,final,CH,DK,0,NA,NA
1958,final,CH,NL,1,NA,NA
1958,final,CH,LU,1,NA,NA
1959,final,AT,NL,3,NA,NA
1959,final,AT,GB,2,NA,NA
1959,final,AT,FR,1,NA,NA
1959,final,AT,CH,1,NA,NA
1959,final,AT,DK,2,NA,NA
1959,final,AT,IT,0,NA,NA
1959,final,AT,BE,0,NA,NA
1959,final,AT,DE,0,NA,NA
1959,final,AT,SE,0,NA,NA
1959,final,AT,MC,1,NA,NA
1959,final,BE,NL,3,NA,NA
1959,final,BE,GB,2,NA,NA
1959,final,BE,FR,2,NA,NA
1959,final,BE,CH,1,NA,NA
1959,final,BE,DK,0,NA,NA
1959,final,BE,IT,1,NA,NA
1959,final,BE,DE,1,NA,NA
1959,final,BE,SE,0,NA,NA
1959,final,BE,AT,0,NA,NA
1959,final,BE,MC,0,NA,NA
1959,final,DK,NL,0,NA,NA
1959,final,DK,GB,1,NA,NA
1959,final,DK,FR,4,NA,NA
1959,final,DK,CH,2,NA,NA
1959,final,DK,IT,0,NA,NA
1959,final,DK,BE,2,NA,NA
1959,final,DK,DE,0,NA,NA
1959,final,DK,SE,1,NA,NA
1959,final,DK,AT,0,NA,NA
1959,final,DK,MC,0,NA,NA
1959,final,FR,NL,4,NA,NA
1959,final,FR,GB,1,NA,NA
1959,final,FR,CH,0,NA,NA
1959,final,FR,DK,0,NA,NA
1959,final,FR,IT,3,NA,NA
1959,final,FR,BE,0,NA,NA
1959,final,FR,DE,2,NA,NA
1959,final,FR,SE,0,NA,NA
1959,final,FR,AT,0,NA,NA
1959,final,FR,MC,0,NA,NA
1959,final,DE,NL,2,NA,NA
1959,final,DE,GB,0,NA,NA
1959,final,DE,FR,4,NA,NA
1959,final,DE,CH,1,NA,NA
1959,final,DE,DK,0,NA,NA
1959,final,DE,IT,0,NA,NA
1959,final,DE,BE,3,NA,NA
1959,final,DE,SE,0,NA,NA
1959,final,DE,AT,0,NA,NA
1959,final,DE,MC,0,NA,NA
1959,final,IT,NL,7,NA,NA
1959,final,IT,GB,0,NA,NA
1959,final,IT,FR,1,NA,NA
1959,final,IT,CH,0,NA,NA
1959,final,IT,DK,1,NA,NA
1959,final,IT,BE,0,NA,NA
1959,final,IT,DE,1,NA,NA
1959,final,IT,SE,0,NA,NA
1959,final,IT,AT,0,NA,NA
1959,final,IT,MC,0,NA,NA
1959,final,MC,NL,1,NA,NA
1959,final,MC,GB,2,NA,NA
1959,final,MC,FR,2,NA,NA
1959,final,MC,CH,1,NA,NA
1959,final,MC,DK,1,NA,NA
1959,final,MC,IT,1,NA,NA
1959,final,MC,BE,1,NA,NA
1959,final,MC,DE,0,NA,NA
1959,final,MC,SE,0,NA,NA
1959,final,MC,AT,1,NA,NA
1959,final,NL,GB,5,NA,NA
1959,final,NL,FR,0,NA,NA
1959,final,NL,CH,0,NA,NA
1959,final,NL,DK,1,NA,NA
1959,final,NL,IT,0,NA,NA
1959,final,NL,BE,1,NA,NA
1959,final,NL,DE,0,NA,NA
1959,final,NL,SE,3,NA,NA
1959,final,NL,AT,0,NA,NA
1959,final,NL,MC,0,NA,NA
1959,final,SE,NL,0,NA,NA
1959,final,SE,GB,0,NA,NA
1959,final,SE,FR,0,NA,NA
1959,final,SE,CH,3,NA,NA
1959,final,SE,DK,4,NA,NA
1959,final,SE,IT,1,NA,NA
1959,final,SE,BE,0,NA,NA
1959,final,SE,DE,0,NA,NA
1959,final,SE,AT,2,NA,NA
1959,final,SE,MC,0,NA,NA
1959,final,CH,NL,0,NA,NA
1959,final,CH,GB,3,NA,NA
1959,final,CH,FR,1,NA,NA
1959,final,CH,DK,1,NA,NA
1959,final,CH,IT,3,NA,NA
1959,final,CH,BE,0,NA,NA
1959,final,CH,DE,1,NA,NA
1959,final,CH,SE,0,NA,NA
1959,final,CH,AT,1,NA,NA
1959,final,CH,MC,0,NA,NA
1959,final,GB,NL,1,NA,NA
1959,final,GB,FR,0,NA,NA
1959,final,GB,CH,5,NA,NA
1959,final,GB,DK,2,NA,NA
1959,final,GB,IT,0,NA,NA
1959,final,GB,BE,2,NA,NA
1959,final,GB,DE,0,NA,NA
1959,final,GB,SE,0,NA,NA
1959,final,GB,AT,0,NA,NA
1959,final,GB,MC,0,NA,NA
1960,final,AT,FR,1,NA,NA
1960,final,AT,GB,3,NA,NA
1960,final,AT,MC,0,NA,NA
1960,final,AT,NO,1,NA,NA
1960,final,AT,DE,2,NA,NA
1960,final,AT,BE,1,NA,NA
1960,final,AT,CH,2,NA,NA
1960,final,AT,IT,0,NA,NA
1960,final,AT,SE,0,NA,NA
1960,final,AT,DK,0,NA,NA
1960,final,AT,NL,0,NA,NA
1960,final,AT,LU,0,NA,NA
1960,final,BE,FR,3,NA,NA
1960,final,BE,GB,1,NA,NA
1960,final,BE,MC,0,NA,NA
1960,final,BE,NO,1,NA,NA
1960,final,BE,DE,2,NA,NA
1960,final,BE,AT,1,NA,NA
1960,final,BE,CH,0,NA,NA
1960,final,BE,IT,1,NA,NA
1960,final,BE,SE,0,NA,NA
1960,final,BE,DK,0,NA,NA
1960,final,BE,NL,1,NA,NA
1960,final,BE,LU,0,NA,NA
1960,final,DK,FR,4,NA,NA
1960,final,DK,GB,0,NA,NA
1960,final,DK,MC,2,NA,NA
1960,final,DK,NO,2,NA,NA
1960,final,DK,DE,0,NA,NA
1960,final,DK,BE,0,NA,NA
1960,final,DK,AT,2,NA,NA
1960,final,DK,CH,0,NA,NA
1960,final,DK,IT,0,NA,NA
1960,final,DK,SE,0,NA,NA
1960,final,DK,NL,0,NA,NA
1960,final,DK,LU,0,NA,NA
1960,final,FR,GB,0,NA,NA
1960,final,FR,MC,3,NA,NA
1960,final,FR,NO,1,NA,NA
1960,final,FR,DE,4,NA,NA
1960,final,FR,BE,0,NA,NA
1960,final,FR,AT,0,NA,NA
1960,final,FR,CH,0,NA,NA
1960,final,FR,IT,0,NA,NA
1960,final,FR,SE,2,NA,NA
1960,final,FR,DK,0,NA,NA
1960,final,FR,NL,0,NA,NA
1960,final,FR,LU,0,NA,NA
1960,final,DE,FR,1,NA,NA
1960,final,DE,GB,1,NA,NA
1960,final,DE,MC,7,NA,NA
1960,final,DE,NO,0,NA,NA
1960,final,DE,BE,1,NA,NA
1960,final,DE,AT,0,NA,NA
1960,final,DE,CH,0,NA,NA
1960,final,DE,IT,0,NA,NA
1960,final,DE,SE,0,NA,NA
1960,final,DE,DK,0,NA,NA
1960,final,DE,NL,0,NA,NA
1960,final,DE,LU,0,NA,NA
1960,final,IT,FR,0,NA,NA
1960,final,IT,GB,2,NA,NA
1960,final,IT,MC,0,NA,NA
1960,final,IT,NO,0,NA,NA
1960,final,IT,DE,0,NA,NA
1960,final,IT,BE,3,NA,NA
1960,final,IT,AT,1,NA,NA
1960,final,IT,CH,1,NA,NA
1960,final,IT,SE,1,NA,NA
1960,final,IT,DK,0,NA,NA
1960,final,IT,NL,1,NA,NA
1960,final,IT,LU,1,NA,NA
1960,final,LU,FR,1,NA,NA
1960,final,LU,GB,5,NA,NA
1960,final,LU,MC,1,NA,NA
1960,final,LU,NO,0,NA,NA
1960,final,LU,DE,0,NA,NA
1960,final,LU,BE,0,NA,NA
1960,final,LU,AT,0,NA,NA
1960,final,LU,CH,1,NA,NA
1960,final,LU,IT,1,NA,NA
1960,final,LU,SE,0,NA,NA
1960,final,LU,DK,1,NA,NA
1960,final,LU,NL,0,NA,NA
1960,final,MC,FR,5,NA,NA
1960,final,MC,GB,1,NA,NA
1960,final,MC,NO,0,NA,NA
1960,final,MC,DE,2,NA,NA
1960,final,MC,BE,0,NA,NA
1960,final,MC,AT,0,NA,NA
1960,final,MC,CH,0,NA,NA
1960,final,MC,IT,2,NA,NA
1960,final,MC,SE,0,NA,NA
1960,final,MC,DK,0,NA,NA
1960,final,MC,NL,0,NA,NA
1960,final,MC,LU,0,NA,NA
1960,final,NL,FR,2,NA,NA
1960,final,NL,GB,5,NA,NA
1960,final,NL,MC,0,NA,NA
1960,final,NL,NO,1,NA,NA
1960,final,NL,DE,0,NA,NA
1960,final,NL,BE,0,NA,NA
1960,final,NL,AT,0,NA,NA
1960,final,NL,CH,0,NA,NA
1960,final,NL,IT,1,NA,NA
1960,final,NL,SE,1,NA,NA
1960,final,NL,DK,0,NA,NA
1960,final,NL,LU,0,NA,NA
1960,final,NO,FR,5,NA,NA
1960,final,NO,GB,2,NA,NA
1960,final,NO,MC,0,NA,NA
1960,final,NO,DE,0,NA,NA
1960,final,NO,BE,0,NA,NA
1960,final,NO,AT,0,NA,NA
1960,final,NO,CH,1,NA,NA
1960,final,NO,IT,0,NA,NA
1960,final,NO,SE,0,NA,NA
1960,final,NO,DK,2,NA,NA
1960,final,NO,NL,0,NA,NA
1960,final,NO,LU,0,NA,NA
1960,final,SE,FR,4,NA,NA
1960,final,SE,GB,1,NA,NA
1960,final,SE,MC,0,NA,NA
1960,final,SE,NO,0,NA,NA
1960,final,SE,DE,1,NA,NA
1960,final,SE,BE,4,NA,NA
1960,final,SE,AT,0,NA,NA
1960,final,SE,CH,0,NA,NA
1960,final,SE,IT,0,NA,NA
1960,final,SE,DK,0,NA,NA
1960,final,SE,NL,0,NA,NA
1960,final,SE,LU,0,NA,NA
1960,final,CH,FR,1,NA,NA
1960,final,CH,GB,4,NA,NA
1960,final,CH,MC,1,NA,NA
1960,final,CH,NO,4,NA,NA
1960,final,CH,DE,0,NA,NA
1960,final,CH,BE,0,NA,NA
1960,final,CH,AT,0,NA,NA
1960,final,CH,IT,0,NA,NA
1960,final,CH,SE,0,NA,NA
1960,final,CH,DK,0,NA,NA
1960,final,CH,NL,0,NA,NA
1960,final,CH,LU,0,NA,NA
1960,final,GB,FR,5,NA,NA
1960,final,GB,MC,1,NA,NA
1960,final,GB,NO,1,NA,NA
1960,final,GB,DE,0,NA,NA
1960,final,GB,BE,0,NA,NA
1960,final,GB,AT,2,NA,NA
1960,final,GB,CH,0,NA,NA
1960,final,GB,IT,0,NA,NA
1960,final,GB,SE,0,NA,NA
1960,final,GB,DK,1,NA,NA
1960,final,GB,NL,0,NA,NA
1960,final,GB,LU,0,NA,NA
1961,final,AT,LU,4,NA,NA
1961,final,AT,GB,0,NA,NA
1961,final,AT,CH,2,NA,NA
1961,final,AT,FR,0,NA,NA
1961,final,AT,DK,0,NA,NA
1961,final,AT,IT,0,NA,NA
1961,final,AT,NO,0,NA,NA
1961,final,AT,YU,3,NA,NA
1961,final,AT,ES,0,NA,NA
1961,final,AT,MC,0,NA,NA
1961,final,AT,FI,0,NA,NA
1961,final,AT,NL,0,NA,NA
1961,final,AT,DE,1,NA,NA
1961,final,AT,SE,0,NA,NA
1961,final,AT,BE,0,NA,NA
1961,final,BE,LU,0,NA,NA
1961,final,BE,GB,1,NA,NA
1961,final,BE,CH,0,NA,NA
1961,final,BE,FR,0,NA,NA
1961,final,BE,DK,0,NA,NA
1961,final,BE,IT,4,NA,NA
1961,final,BE,NO,5,NA,NA
1961,final,BE,YU,0,NA,NA
1961,final,BE,ES,0,NA,NA
1961,final,BE,MC,0,NA,NA
1961,final,BE,FI,0,NA,NA
1961,final,BE,NL,0,NA,NA
1961,final,BE,DE,0,NA,NA
1961,final,BE,SE,0,NA,NA
1961,final,BE,AT,0,NA,NA
1961,final,DK,LU,1,NA,NA
1961,final,DK,GB,1,NA,NA
1961,final,DK,CH,0,NA,NA
1961,final,DK,FR,0,NA,NA
1961,final,DK,IT,4,NA,NA
1961,final,DK,NO,1,NA,NA
1961,final,DK,YU,1,NA,NA
1961,final,DK,ES,0,NA,NA
1961,final,DK,MC,0,NA,NA
1961,final,DK,FI,1,NA,NA
1961,final,DK,NL,0,NA,NA
1961,final,DK,DE,1,NA,NA
1961,final,DK,SE,0,NA,NA
1961,final,DK,AT,0,NA,NA
1961,final,DK,BE,0,NA,NA
1961,final,FI,LU,3,NA,NA
1961,final,FI,GB,0,NA,NA
1961,final,FI,CH,0,NA,NA
1961,final,FI,FR,1,NA,NA
1961,final,FI,DK,1,NA,NA
1961,final,FI,IT,0,NA,NA
1961,final,FI,NO,2,NA,NA
1961,final,FI,YU,0,NA,NA
1961,final,FI,ES,0,NA,NA
1961,final,FI,MC,3,NA,NA
1961,final,FI,NL,0,NA,NA
1961,final,FI,DE,0,NA,NA
1961,final,FI,SE,0,NA,NA
1961,final,FI,AT,0,NA,NA
1961,final,FI,BE,0,NA,NA
1961,final,FR,LU,1,NA,NA
1961,final,FR,GB,0,NA,NA
1961,final,FR,CH,0,NA,NA
1961,final,FR,DK,0,NA,NA
1961,final,FR,IT,1,NA,NA
1961,final,FR,NO,0,NA,NA
1961,final,FR,YU,2,NA,NA
1961,final,FR,ES,2,NA,NA
1961,final,FR,MC,0,NA,NA
1961,final,FR,FI,1,NA,NA
1961,final,FR,NL,1,NA,NA
1961,final,FR,DE,0,NA,NA
1961,final,FR,SE,2,NA,NA
1961,final,FR,AT,0,NA,NA
1961,final,FR,BE,0,NA,NA
1961,final,DE,LU,5,NA,NA
1961,final,DE,GB,0,NA,NA
1961,final,DE,CH,0,NA,NA
1961,final,DE,FR,4,NA,NA
1961,final,DE,DK,0,NA,NA
1961,final,DE,IT,0,NA,NA
1961,final,DE,NO,0,NA,NA
1961,final,DE,YU,0,NA,NA
1961,final,DE,ES,0,NA,NA
1961,final,DE,MC,0,NA,NA
1961,final,DE,FI,0,NA,NA
1961,final,DE,NL,1,NA,NA
1961,final,DE,SE,0,NA,NA
1961,final,DE,AT,0,NA,NA
1961,final,DE,BE,0,NA,NA
1961,final,IT,LU,3,NA,NA
1961,final,IT,GB,1,NA,NA
1961,final,IT,CH,2,NA,NA
1961,final,IT,FR,0,NA,NA
1961,final,IT,DK,0,NA,NA
1961,final,IT,NO,0,NA,NA
1961,final,IT,YU,0,NA,NA
1961,final,IT,ES,0,NA,NA
1961,final,IT,MC,0,NA,NA
1961,final,IT,FI,2,NA,NA
1961,final,IT,NL,2,NA,NA
1961,final,IT,DE,0,NA,NA
1961,final,IT,SE,0,NA,NA
1961,final,IT,AT,0,NA,NA
1961,final,IT,BE,0,NA,NA
1961,final,LU,GB,8,NA,NA
1961,final,LU,CH,0,NA,NA
1961,final,LU,FR,1,NA,NA
1961,final,LU,DK,0,NA,NA
1961,final,LU,IT,0,NA,NA
1961,final,LU,NO,0,NA,NA
1961,final,LU,YU,0,NA,NA
1961,final,LU,ES,0,NA,NA
1961,final,LU,MC,0,NA,NA
1961,final,LU,FI,0,NA,NA
1961,final,LU,NL,0,NA,NA
1961,final,LU,DE,0,NA,NA
1961,final,LU,SE,0,NA,NA
1961,final,LU,AT,0,NA,NA
1961,final,LU,BE,1,NA,NA
1961,final,MC,LU,4,NA,NA
1961,final,MC,GB,0,NA,NA
1961,final,MC,CH,2,NA,NA
1961,final,MC,FR,2,NA,NA
1961,final,MC,DK,0,NA,NA
1961,final,MC,IT,1,NA,NA
1961,final,MC,NO,0,NA,NA
1961,final,MC,YU,0,NA,NA
1961,final,MC,ES,1,NA,NA
1961,final,MC,FI,0,NA,NA
1961,final,MC,NL,0,NA,NA
1961,final,MC,DE,0,NA,NA
1961,final,MC,SE,0,NA,NA
1961,final,MC,AT,0,NA,NA
1961,final,MC,BE,0,NA,NA
1961,final,NL,LU,1,NA,NA
1961,final,NL,GB,3,NA,NA
1961,final,NL,CH,2,NA,NA
1961,final,NL,FR,0,NA,NA
1961,final,NL,DK,1,NA,NA
1961,final,NL,IT,1,NA,NA
1961,final,NL,NO,0,NA,NA
1961,final,NL,YU,1,NA,NA
1961,final,NL,ES,1,NA,NA
1961,final,NL,MC,0,NA,NA
1961,final,NL,FI,0,NA,NA
1961,final,NL,DE,0,NA,NA
1961,final,NL,SE,0,NA,NA
1961,final,NL,AT,0,NA,NA
1961,final,NL,BE,0,NA,NA
1961,final,NO,LU,0,NA,NA
1961,final,NO,GB,0,NA,NA
1961,final,NO,CH,0,NA,NA
1961,final,NO,FR,0,NA,NA
1961,final,NO,DK,8,NA,NA
1961,final,NO,IT,0,NA,NA
1961,final,NO,YU,0,NA,NA
1961,final,NO,ES,2,NA,NA
1961,final,NO,MC,0,NA,NA
1961,final,NO,FI,0,NA,NA
1961,final,NO,NL,0,NA,NA
1961,final,NO,DE,0,NA,NA
1961,final,NO,SE,0,NA,NA
1961,final,NO,AT,0,NA,NA
1961,final,NO,BE,0,NA,NA
1961,final,ES,LU,2,NA,NA
1961,final,ES,GB,3,NA,NA
1961,final,ES,CH,1,NA,NA
1961,final,ES,FR,2,NA,NA
1961,final,ES,DK,0,NA,NA
1961,final,ES,IT,0,NA,NA
1961,final,ES,NO,1,NA,NA
1961,final,ES,YU,0,NA,NA
1961,final,ES,MC,1,NA,NA
1961,final,ES,FI,0,NA,NA
1961,final,ES,NL,0,NA,NA
1961,final,ES,DE,0,NA,NA
1961,final,ES,SE,0,NA,NA
1961,final,ES,AT,0,NA,NA
1961,final,ES,BE,0,NA,NA
1961,final,SE,LU,1,NA,NA
1961,final,SE,GB,0,NA,NA
1961,final,SE,CH,4,NA,NA
1961,final,SE,FR,1,NA,NA
1961,final,SE,DK,2,NA,NA
1961,final,SE,IT,0,NA,NA
1961,final,SE,NO,0,NA,NA
1961,final,SE,YU,0,NA,NA
1961,final,SE,ES,1,NA,NA
1961,final,SE,MC,0,NA,NA
1961,final,SE,FI,0,NA,NA
1961,final,SE,NL,0,NA,NA
1961,final,SE,DE,1,NA,NA
1961,final,SE,AT,0,NA,NA
1961,final,SE,BE,0,NA,NA
1961,final,CH,LU,1,NA,NA
1961,final,CH,GB,7,NA,NA
1961,final,CH,FR,0,NA,NA
1961,final,CH,DK,0,NA,NA
1961,final,CH,IT,0,NA,NA
1961,final,CH,NO,0,NA,NA
1961,final,CH,YU,1,NA,NA
1961,final,CH,ES,0,NA,NA
1961,final,CH,MC,1,NA,NA
1961,final,CH,FI,0,NA,NA
1961,final,CH,NL,0,NA,NA
1961,final,CH,DE,0,NA,NA
1961,final,CH,SE,0,NA,NA
1961,final,CH,AT,0,NA,NA
1961,final,CH,BE,0,NA,NA
1961,final,GB,LU,0,NA,NA
1961,final,GB,CH,2,NA,NA
1961,final,GB,FR,2,NA,NA
1961,final,GB,DK,0,NA,NA
1961,final,GB,IT,0,NA,NA
1961,final,GB,NO,0,NA,NA
1961,final,GB,YU,1,NA,NA
1961,final,GB,ES,1,NA,NA
1961,final,GB,MC,1,NA,NA
1961,final,GB,FI,2,NA,NA
1961,final,GB,NL,0,NA,NA
1961,final,GB,DE,0,NA,NA
1961,final,GB,SE,0,NA,NA
1961,final,GB,AT,1,NA,NA
1961,final,GB,BE,0,NA,NA
1961,final,YU,LU,5,NA,NA
1961,final,YU,GB,0,NA,NA
1961,final,YU,CH,1,NA,NA
1961,final,YU,FR,0,NA,NA
1961,final,YU,DK,0,NA,NA
1961,final,YU,IT,1,NA,NA
1961,final,YU,NO,1,NA,NA
1961,final,YU,ES,0,NA,NA
1961,final,YU,MC,0,NA,NA
1961,final,YU,FI,0,NA,NA
1961,final,YU,NL,2,NA,NA
1961,final,YU,DE,0,NA,NA
1961,final,YU,SE,0,NA,NA
1961,final,YU,AT,0,NA,NA
1961,final,YU,BE,0,NA,NA
1962,final,AT,FR,2,NA,NA
1962,final,AT,MC,3,NA,NA
1962,final,AT,LU,1,NA,NA
1962,final,AT,YU,0,NA,NA
1962,final,AT,GB,0,NA,NA
1962,final,AT,DE,0,NA,NA
1962,final,AT,FI,0,NA,NA
1962,final,AT,SE,0,NA,NA
1962,final,AT,IT,0,NA,NA
1962,final,AT,DK,0,NA,NA
1962,final,AT,NO,0,NA,NA
1962,final,AT,CH,0,NA,NA
1962,final,AT,BE,0,NA,NA
1962,final,AT,ES,0,NA,NA
1962,final,AT,NL,0,NA,NA
1962,final,BE,FR,2,NA,NA
1962,final,BE,MC,0,NA,NA
1962,final,BE,LU,3,NA,NA
1962,final,BE,YU,1,NA,NA
1962,final,BE,GB,0,NA,NA
1962,final,BE,DE,0,NA,NA
1962,final,BE,FI,0,NA,NA
1962,final,BE,SE,0,NA,NA
1962,final,BE,IT,0,NA,NA
1962,final,BE,DK,0,NA,NA
1962,final,BE,NO,0,NA,NA
1962,final,BE,CH,0,NA,NA
1962,final,BE,ES,0,NA,NA
1962,final,BE,AT,0,NA,NA
1962,final,BE,NL,0,NA,NA
1962,final,DK,FR,0,NA,NA
1962,final,DK,MC,0,NA,NA
1962,final,DK,LU,0,NA,NA
1962,final,DK,YU,0,NA,NA
1962,final,DK,GB,2,NA,NA
1962,final,DK,DE,1,NA,NA
1962,final,DK,FI,0,NA,NA
1962,final,DK,SE,3,NA,NA
1962,final,DK,IT,0,NA,NA
1962,final,DK,NO,0,NA,NA
1962,final,DK,CH,0,NA,NA
1962,final,DK,BE,0,NA,NA
1962,final,DK,ES,0,NA,NA
1962,final,DK,AT,0,NA,NA
1962,final,DK,NL,0,NA,NA
1962,final,FI,FR,0,NA,NA
1962,final,FI,MC,0,NA,NA
1962,final,FI,LU,0,NA,NA
1962,final,FI,YU,1,NA,NA
